"","NSC","NAME","FDA_STATUS","MOA","PUBCHEM_ID","SMILES","TOTAL_EXPS","TOTAL_EXPS_AFTER_QC"
"114572",114572,"Ryanodine",NA,NA,NA,"CC(C)C1(O)C(OC(=O)c2ccc[nH]2)C3(O)C4(C)CC5(O)OC6(C(O)C(C)CCC46O)C3(O)C15C",2,1
"114575",114575,"Mitoclomine","","",28694,"COc1c(C)cc(N(CCCl)CCCl)c2ccccc12",1,1
"114696",114696,"",NA,NA,NA,"Brc1cc2c(Cc3ccccc23)cc1[N+]#N",1,1
"114766",114766,"2-(((Aminocarbonyl)amino)carbonyl)cyclohexanecarboxylic acid","","",271298,"NC(=O)NC(=O)C1CCCCC1C(=O)O",1,1
"114781",114781,"Pederin",NA,NA,NA,"COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]2(CC(=C)[C@@H](C)[C@@H](C)O2)OC)OC)OC",2,1
"115447",115447,"1,4-diaminoanthraquinone-2,3-dicarboximide","","",67192,"Nc1c2C(=O)NC(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c13",2,2
"115497",115497,"toxifren","","",8237,"CCCC(=O)C1=C(O)C(C)(C)C(=C(Cc2c(O)c(C)c(O)c(C(=O)CCC)c2O)C1=O)O",1,1
"115526",115526,"3,4-Dimethylpyrazolo[3,2-c]-as-triazine","","",271622,"Cc1nnc2ccnn2c1C",1,1
"115610",115610,"[3,4,5-Triacetyloxy-6-[(3-acetyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-2,4-dihydro-1H-tetracen-1-yl)oxy]oxan-2-yl]methyl acetate","","",419515,"COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C5OC(=O)C)c4c(O)c3C(=O)c12)C(=O)C",1,1
"115618",115618,"3-(4-Nitrobenzyl)-1,3-dihydro-2h-indol-2-one","","",271691,"[O-][N+](=O)c1ccc(CC2C(=O)Nc3ccccc23)cc1",1,1
"115625",115625,"((3-(2-Aminoethyl)-1H-indol-5-yl)oxy)(oxo)acetic acid","","",271694,"NCCc1c[nH]c2ccc(OC(=O)C(=O)O)cc12",1,1
"115684",115684,"",NA,NA,NA,"O=C(C[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[P+](c4ccccc4)(c5ccccc5)c6ccccc6",2,1
"115712",115712,"TUBERCIDIN 3', 5'-CYCLIC PHOSPHATE SESQUIHYDRATE",NA,NA,NA,"Nc1ncnc2c1ccn2C3OC4COP(=O)(O)OC4C3O",2,2
"115855",115855,"1,2,7-Trimethylnaphthalene;2,4,6-trinitrobenzene-1,3-diol","","",271872,"Cc1ccc2ccc(C)c(C)c2c1.Oc3c(cc(c(O)c3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]",2,1
"115892",115892,"Quinolin-8-ol; xanthen-9-one","","",271897,"Oc1cccc2cccnc12.O=C3c4ccccc4Oc5ccccc35",1,1
"115905",115905,"euchrysin","","",72769,"Cc1cc2c(C)c3cc(C)c(N)cc3nc2cc1N",2,1
"115928",115928,"benzonitrile, 3-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-...","","",271921,"CC1(C)N=C(N)N=C(N)N1c2cccc(c2)C#N",1,1
"115980",115980,"N-[(E)-[2-Chloro-4-(dimethylamino)phenyl]methylideneamino]naphthalene-1-carboxamide","","",9568495,"CN(C)c1ccc(\C=N\NC(=O)c2cccc3ccccc23)c(Cl)c1",1,1
"116280",116280,"7H-Pyrrolo[2,3-d]pyrimidine-5-carboxamide, 4-amino-7-.be...","","",3691874,"NC(=O)c1cn(C2OC(CO)C(O)C2O)c3nc[n+]([O-])c(N)c13",2,2
"116282",116282,"7H-Pyrrolo[2,3-d]pyrimidine-5-carbohydroximic acid, 4-am...","","",54603433,"Nc1ncnc2c1c(cn2C3OC(CO)C(O)C3O)C(=O)NO",2,1
"116336",116336,"Dehydroheliotridine",NA,NA,NA,"OCc1ccn2CC[C@H](O)c12",1,1
"116491",116491,"12-((4-Methyl-1-piperazinyl)acetyl)-12H-benzo[b]phenothiazine","","",272209,"CN1CCN(CC(=O)N2c3ccccc3Sc4cc5ccccc5cc24)CC1",1,1
"116535",116535,"indole-2,3-dione, 3-[(pentafluorophenyl)hydrazone]","","",272247,"Fc1c(F)c(F)c(N\N=C\2/C(=O)Nc3ccccc23)c(F)c1F",2,2
"116536",116536,"ARONIS002269","","",3776068,"[O-][N+](=O)c1ccc(N\N=C\2/C(=O)Nc3ccccc23)cc1",2,2
"116555",116555,"Nogalamycin-N-oxide","","",272259,"COC1C(C)OC(OC2CC(C)(O)C(C(=O)OC)c3cc4C(=O)c5c6OC7OC(C)(C(O)C(C7O)[N+](C)(C)[O-])c6cc(O)c5C(=O)c4cc23)C(OC)C1(C)OC",2,2
"116590",116590,"2-Cyclohexyl-3-(3-nitrophenyl)oxaziridine","","",272286,"[O-][N+](=O)c1cccc(c1)C2ON2C3CCCCC3",1,1
"116640",116640,"Pyrrole-3-carbonitrile, 2-(1-isoquinolyl)-5-phenyl-","","",272334,"N#Cc1cc([nH]c1c2nccc3ccccc23)c4ccccc4",1,1
"116661",116661,"",NA,NA,NA,"C(c1ccccc1)P(c2ccccc2)(C34C5=C6C7=C3[Fe]456789%10%11C%12C8=C9C%10=C%11%12)C%13%14C%15=C%16C%17=C%13[Fe]%14%15%16%17%18%19%20%21C%22C%18=C%19C%20=C%21%22",1,1
"116689",116689,"",NA,NA,NA,"Cc1ccc(cc1)[P+](Cc2ccc(cc2)[N+](=O)[O-])(c3ccc(C)cc3)c4ccc(C)cc4",1,1
"116692",116692,"",NA,NA,NA,"Cc1ccc(cc1)[S+](c2ccccc2)c3cc(C)ccc3C",1,1
"116693",116693,"2,3-Dibenzoyloxy-4-hydroxy-4-oxobutanoate;(2,5-dimethylphenyl)-(4-methylphenyl)-phenylsulfanium","","",5351228,"Cc1ccc(cc1)[S+](c2ccccc2)c3cc(C)ccc3C.OC(=O)C(OC(=O)c4ccccc4)C(OC(=O)c5ccccc5)C(=O)[O-]",2,2
"116702",116702,"Isoquinoline, 1-(5-phenyl-4-p-tolyl-2-oxazolyl)-","","",272358,"Cc1ccc(cc1)c2nc(oc2c3ccccc3)c4nccc5ccccc45",1,1
"116716",116716,"",NA,NA,NA,"Cc1ccccc1[P+](Cc2ccccc2)(c3ccccc3)c4ccccc4",1,1
"116717",116717,"",NA,NA,NA,"Cc1ccc(cc1)[P+](Cc2ccccc2)(c3ccccc3)c4ccccc4",1,1
"116758",116758,"7-Nitro-9H-fluorene-2-carboxylic acid","","",272395,"OC(=O)c1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1",1,1
"116787",116787,"venenatine",NA,NA,NA,"COC1C(O)C(C)OC(O[C@H]2C[C@@H](O)[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O",2,2
"116789",116789,"Acovenoside B","","",272418,"COC1C(O)C(C)OC(OC2CC3CCC4C(CCC5(C)C(CCC45O)C6=CC(=O)OC6)C3(O)C(C2)OC(=O)C)C1O",2,2
"116878",116878,"Cardiac glycoside",NA,NA,NA,"",2,1
"117011",117011,"AG-205/37066085","","",272555,"Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)c(C)c1",1,1
"117015",117015,"4-[(3-Bromophenyl)amino]naphthalene-1,2-dione","","",272559,"Brc1cccc(NC2=CC(=O)C(=O)c3ccccc23)c1",1,1
"117017",117017,"",NA,NA,NA,"[O-][N+](=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1",1,1
"117024",117024,"",NA,NA,NA,"Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)cc1",1,1
"117028",117028,"8-Quinolinol, 5-bromo-7-[(4-phenyl-1-piperazinyl)methyl]-","","",272568,"Oc1c(CN2CCN(CC2)c3ccccc3)cc(Br)c4cccnc14",2,2
"117180",117180,"1.alpha.,2.alpha.-epxoyscillirosidin","","",272581,"CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C4=COC(=O)C=C4)C5(C)C6OC6C(O)C=C15",5,1
"117181",117181,"cyclopiazonic acid",NA,NA,NA,"CC(=O)C1=C(O)C2C3C(Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O",1,1
"117185",117185,"2-[(E)-2-(1H-Indol-3-yl)ethenyl]-1-methylquinolin-1-ium iodide","","",54610240,"C[n+]1c(\C=C\c2c[nH]c3ccccc23)ccc4ccccc14",1,1
"117186",117186,"Acetalax","FDA approved","NonCan:Cath",NA,"CC(=O)Oc1ccc(cc1)C2(C(=O)Nc3ccccc23)c4ccc(OC(=O)C)cc4",2,2
"117187",117187,"Indole-2,3-dione, 5,7-dichloro-, 3-[(o-nitrophenyl) hydr...","","",3724036,"[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3c(Cl)cc(Cl)cc23",3,2
"117188",117188,"7-Chloro-3-[2-(2-nitrophenyl)hydrazinyl]indol-2-one","","",3755584,"[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3c(Cl)cccc23",3,2
"117191",117191,"AE-848/32614027","","",272588,"Cc1ccccc1N\N=C\2/C(=O)Nc3ccccc23",1,1
"117192",117192,"Indole-2,3-dione, 3-[(o-chlorophenyl)hydrazone]","","",272589,"Clc1ccccc1N\N=C\2/C(=O)Nc3ccccc23",2,2
"117194",117194,"Z49571350","","",3718835,"[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3ccc(Br)cc23",3,2
"117196",117196,"3-[2-(2-Nitrophenyl)hydrazinyl]-4-(trifluoromethyl)indol-2-one","","",3347168,"[O-][N+](=O)c1ccccc1N\N=C\2/C(=O)Nc3cccc(c23)C(F)(F)F",1,1
"117199",117199,"US8987474, HL1-056 (NSC-117199)","","",3246406,"OS(=O)(=O)c1ccc2NC(=O)\C(=N/Nc3ccccc3[N+](=O)[O-])\c2c1",1,1
"117212",117212,"A818039","","",272598,"O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1.O=C3OC(=O)c4cc5C(=O)OC(=O)c5cc34",1,1
"117222",117222,"(E)-4,5-DIBROMO-1,5-DIPHENYL-PENT-1-EN-3-ONE","","",6107678,"BrC(C(Br)c1ccccc1)C(=O)\C=C\c2ccccc2",1,1
"117232",117232,"STL367800","","",272617,"BrC(C(Br)c1ccccc1)C(=O)C(Br)C(Br)c2ccccc2",2,2
"117269",117269,"4-(4,6-diamino-2-(4-chlorophenyl)-1,3,5-triazin-1(2H)-yl...","","",272646,"NC1=NC(N(C(=N1)N)c2ccc(cc2)S(=O)(=O)Nc3ncccn3)c4ccc(Cl)cc4",1,1
"117271",117271,"3-[(4-Chlorophenyl)-(1-hydroxy-3,4-dioxo-naphthalen-2-yl)methyl]-4-hydroxy-naphthalene-1,2-dione","","",272648,"OC1=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c4ccc(Cl)cc4)C(=O)c5ccccc5C1=O",2,2
"117274",117274,"",NA,NA,NA,"OC1=C(C(CCc2ccccc2)C3=C(O)C(=O)c4ccccc4C3=O)C(=O)c5ccccc5C1=O",1,1
"117281",117281,"ANTINEOPLASTIC-117281","","",272658,"Nc1nc(N)c(N=Nc2ccc(c(O)c2)[As](=O)(O)O)c(N)n1",2,2
"117285",117285,"2-Hydroxy-4-((2,4,6-triamino-5-pyrimidinyl)diazenyl)benzoic acid","","",272662,"Nc1nc(N)c(N=Nc2ccc(C(=O)O)c(O)c2)c(N)n1",1,1
"117356",117356,"D-Amethopterin",NA,NA,NA,"CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O",2,2
"117614",117614,"adoca",NA,NA,NA,"NC1=NC(=O)N(C=C1)C2OC(COC(=O)C34CC5CC(CC(C5)C3)C4)C(O)C2O",4,3
"117619",117619,"1-(2,3-Diphenylcycloprop-2-en-1-yl)urea","","",272896,"NC(=O)NC1C(=C1c2ccccc2)c3ccccc3",1,1
"117739",117739,"3-(2,4-Dinitrophenoxy)pyridine","","",272938,"[O-][N+](=O)c1ccc(Oc2cccnc2)c(c1)[N+](=O)[O-]",1,1
"117915",117915,"Indole-2,3-dione, 5-methyl-, 3-[(o-nitrophenyl)hydrazone]","","",3632950,"Cc1ccc2NC(=O)\C(=N/Nc3ccccc3[N+](=O)[O-])\c2c1",2,2
"117917",117917,"Indole-2,3-dione, 7-methyl-, 3-[(o-nitrophenyl)hydrazone]","","",3693487,"Cc1cccc2\C(=N\Nc3ccccc3[N+](=O)[O-])\C(=O)Nc12",3,2
"117949",117949,"4-[(4,5-Dihydroxy-8-nitro-9,10-dioxoanthracen-1-yl)amino]-N,N-dimethylbenzenesulfonamide","","",3246414,"CN(C)S(=O)(=O)c1ccc(Nc2ccc(O)c3C(=O)c4c(O)ccc(c4C(=O)c23)[N+](=O)[O-])cc1",1,1
"118028",118028,"Phenazastanine, 5,10-dihydro-5,10,10-trimethyl-","","",273088,"CN1c2ccccc2[Sn](C)(C)c3ccccc13",2,1
"118030",118030,"QN6S3B7ZA5","","",419766,"CN1c2ccc(C)cc2[Sn](c3ccccc3)(c4ccccc4)c5cc(C)ccc15",2,1
"118051",118051,"Bis(diethylcarbamothioylsulfanyl)bismuthanyl N,N-diethylcarbamodithioate","","",273108,"CCN(CC)C(=S)S[Bi](SC(=S)N(CC)CC)SC(=S)N(CC)CC",2,2
"118087",118087,"",NA,NA,NA,"Cl[Au]Cl.O=C1[O-][Au+3]2(NC3(CCCC3)C(=O)[O-]2)NC14CCCC4",1,1
"118090",118090,"Isoxanthopterin",NA,NA,NA,"NC1=NC(=O)C2=C(N1)NC(=O)C=N2",6,1
"118095",118095,"1,2,4,5-Tetraaminobenzene tetrahydrochloride","","",381091,"Nc1cc(N)c(N)cc1N",1,1
"118097",118097,"9229AE","","",82034,"Clc1cccc(Cl)c1CSC#N",2,2
"118176",118176,"Prototryptochrome, iodo-","","",273178,"OC1C2C3C4N(C1=N)c5ccccc5C4(I)C(O)C(=N)N3c6ccccc26",1,1
"118218",118218,"Fludarabine","FDA approved","Ds|AM|Dr|STAT1",NA,"Nc1nc(F)nc2c1ncn2C3OC(CO)C(O)C3O",1,1
"118516",118516,"Copper;1,2-dicarboxyethylazanide","","",419807,"OC(=O)CC1N[Cu]2(NC(CC(=O)O)C(=O)O2)OC1=O",1,1
"118695",118695,"xanthomycin",NA,NA,NA,"CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCN(CC4)C(=N)NC(=N)N)C(=O)c5c(O)cccc5[C@@]3(C)O",1,1
"118732",118732,"NCIMech_000126","","",3403987,"Cc1ccc(C)c2\C(=N\Nc3ccccc3[N+](=O)[O-])\C(=O)Nc12",1,1
"118742",118742,"Pentamethylmelamine",NA,NA,NA,"CNc1nc(nc(n1)N(C)C)N(C)C",10,2
"118767",118767,"3-(5-Methoxy-2-oxo-7-phenylmethoxychromen-4-yl)propanoic acid;3-(7-methoxy-2-oxo-5-phenylmethoxychromen-4-yl)propanoic acid","","",273493,"COc1cc(OCc2ccccc2)c3C(=CC(=O)Oc3c1)CCC(=O)O.COc4cc(OCc5ccccc5)cc6OC(=O)C=C(CCC(=O)O)c46",1,1
"118836",118836,"4-(Acetylamino)-1-methyl-5-oxo-2,5-dihydro-1H-pyrrol-3-yl 4-methylbenzenesulfonate","","",273548,"CN1CC(=C(NC(=O)C)C1=O)OS(=O)(=O)c2ccc(C)cc2",2,1
"118976",118976,"Benzyl Isothiocyanate",NA,NA,NA,"S=C=NCc1ccccc1",2,2
"118994",118994,"Inosine dialdehyde","","Ds",135400916,"OC[C@@H](O[C@H](C=O)n1cnc2C(=O)N=CNc12)C=O",9,5
"119236",119236,"ChemDiv3_001941","","",273769,"CCOC(=O)c1c2C(=O)c3ccccc3C(=O)c2n4ccccc14",1,1
"119621",119621,"Ethyl 2-hydroxy-2,3,3a,11b-tetrahydro-1H-cyclopenta[l]phenanthrene-1-carboxylate","","",273923,"CCOC(=O)C1C(O)CC2C1c3ccccc3c4ccccc24",1,1
"119754",119754,"Coptisine chloride","","",72321,"C1Oc2cc3CC[n+]4cc5c6OCOc6ccc5cc4c3cc2O1",2,2
"119875",119875,"Cisplatin","FDA approved","A7|AlkAg",NA,"[Cl-][Pt+2]([Cl-])(N)N",139,97
"119889",119889,"2,3,4,5-tetrabromo-6-(3,6-dihydroxy-9H-xanthen-9-yl)benz...","","",274104,"OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C2c3ccc(O)cc3Oc4cc(O)ccc24",1,1
"119910",119910,"2-(4,5,6-trihydroxy-3-oxo-3H-xanthen-9-yl)cyclohexanecar...","","",274122,"OC(=O)C1CCCCC1C2=C3C=CC(=O)C(=C3Oc4c(O)c(O)ccc24)O",1,1
"119913",119913,"7-methyl-3-(4,5,6-trihydroxy-3-oxo-3H-xanthen-9-yl)bicyc...","","",274125,"CC1C2C=CC1C(C2C(=O)O)C3=C4C=CC(=O)C(=C4Oc5c(O)c(O)ccc35)O",1,1
"119915",119915,"3-(4,5,6-trihydroxy-3-oxo-3H-xanthen-9-yl)propanoic acid","","",274127,"OC(=O)CCC1=C2C=CC(=O)C(=C2Oc3c(O)c(O)ccc13)O",1,1
"120050",120050,"4-Amino-7H-pyrrolo[2,3-d]pyrimidine-5-carboxamide;hydrochloride","","",24191132,"NC(=O)c1c[nH]c2ncnc(N)c12",1,1
"120186",120186,"EC-000.1784","","",274241,"Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C=O",1,1
"120288",120288,"5-[4-(4-Carboxythiadiazol-5-yl)phenyl]thiadiazole-4-carboxylic acid","","",274297,"OC(=O)c1nnsc1c2ccc(cc2)c3snnc3C(=O)O",1,1
"120634",120634,"RTX-012089","","",274548,"NNS(=O)(=O)c1cc(cc(c1)C(=O)O)C(=O)O",1,1
"120672",120672,"2-[(E)-(Fluoren-9-ylidenehydrazinylidene)methyl]benzoic acid","","",5351984,"OC(=O)c1ccccc1\C=N\N=C2c3ccccc3c4ccccc24",1,1
"120925",120925,"4-[3-[2-Chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]propylcarbamoylamino]benzenesulfonyl fluoride;ethanesulfonic acid","","",274726,"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2",2,2
"120958",120958,"kinetin riboside",NA,NA,NA,"OCC1OC(C(O)C1O)n2cnc3c(NCc4occc4)ncnc23",2,2
"121073",121073,"2-[(9-Methylpentadecan-7-yl)amino]ethyl 4-nitrobenzoate","","",274793,"CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]",1,1
"121129",121129,"2-(9-Methylpentadecan-7-ylamino)ethyl 4-nitrobenzoate;hydrochloride","","",24191363,"CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]",1,1
"121139",121139,"Acrophylline","","",87840,"COc1ccc2C(=O)c3ccoc3N(CC=C(C)C)c2c1",2,2
"121145",121145,"drosopholin b",NA,NA,NA,"C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CO",2,1
"121155",121155,"CS-0060737","","",5381681,"C\C(=C/c1ccc2ccccc2c1)\[N+](=O)[O-]",1,1
"121182",121182,"9-(2-Amino-2-deoxy-d-xylofuranosyl) adenine",NA,NA,NA,"NC1C(O)C(CO)OC1n2cnc3c(N)ncnc23",1,1
"121208",121208,"tnbt",NA,NA,NA,"COc1cc(ccc1[n+]2nc(nn2c3ccc(cc3)[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-])c5ccc(c(OC)c5)[n+]6nc(nn6c7ccc(cc7)[N+](=O)[O-])c8ccc(cc8)[N+](=O)[O-]",2,2
"121210",121210,"Dehydroepiandrosterone mustard","","",198019,"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OC(=O)Cc5ccc(cc5)N(CCCl)CCCl)[C@@H]1CCC2=O",1,1
"121322",121322,"N-(8-Chloro-6-oxo-5H-phenanthridin-3-yl)acetamide","","",274963,"CC(=O)Nc1ccc2c(NC(=O)c3cc(Cl)ccc23)c1",1,1
"121713",121713,"2-(Dimethylamino)-3-(4-methylphenyl)sulfanylnaphthalene-1,4-dione","","",275098,"CN(C)C1=C(Sc2ccc(C)cc2)C(=O)c3ccccc3C1=O",2,2
"121754",121754,"N-[(E)-(4-Chloro-3-nitrophenyl)methylideneamino]formamide","","",6861592,"[O-][N+](=O)c1cc(\C=N\NC=O)ccc1Cl",2,2
"121771",121771,"",NA,NA,NA,"NC(=N)SCCN1CCCCC1",1,1
"121848",121848,"Laudanosolinium, 2-methyl-, bromide (.+-.)-","","",5351989,"C[N+]1(C)CCc2cc(O)c(O)cc2C1Cc3ccc(O)c(O)c3",1,1
"121868",121868,"Strychnine, 11-benzylidene","","",5381711,"O=C1N2C3C4C5CC6N(CCC36c7ccccc27)CC5=CCOC4/C/1=C\c8ccccc8",1,1
"121879",121879,"N,N-Bis(2-chloroethyl)-3-methyl-4-(naphthalen-2-yliminomethyl)aniline;hydrochloride","","",24191452,"Cc1cc(ccc1\C=N\c2ccc3ccccc3c2)N(CCCl)CCCl",2,2
"121934",121934,"1-(1-Adamantyl)-3-[(E)-(3,5-dichlorophenyl)methylideneamino]thiourea","","",9556459,"Clc1cc(Cl)cc(\C=N\NC(=S)NC23CC4CC(CC(C4)C2)C3)c1",2,2
"122023",122023,"VALINOMYCIN",NA,NA,NA,"CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C",7,2
"122060",122060,"Ethanesulfonic acid, compd. with N-[[3-[2-chloro-4-(4,6-...","","",275314,"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)c(Cl)c2",1,1
"122131",122131,"2196AB","","",275363,"Oc1ccc(C=O)c2cccnc12",2,2
"122226",122226,"Laureatin","","",5458234,"CCC(Br)C1CC(Br)C2CC(O2)C(C\C=C\C#C)O1",1,1
"122263",122263,"",NA,NA,NA,"CC(C)C[P+](c1ccccc1)(c2ccccc2)c3ccccc3",1,1
"122291",122291,"o-Toluenesulfonyl fluoride, 5-[3-[3-[2-chloro-4-(4,6-dia...","","",275433,"Cc1ccc(NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)cc1S(=O)(=O)F",1,1
"122415",122415,"Dinatin","","",5281628,"COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3",1,1
"122621",122621,"",NA,NA,NA,"NCCSCCC(=O)O",3,1
"122656",122656,"1-(Benzylsulfinyl)-2,4-dinitrobenzene","","",275684,"[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)Cc2ccccc2",1,1
"122657",122657,"1-Benzylsulfonyl-2,4-dinitro-benzene","","",275685,"[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)Cc2ccccc2",3,3
"122716",122716,"Stendomycin salicylate",NA,NA,NA,"",2,2
"122750",122750,"geldanamicin",NA,NA,NA,"CO[C@@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(=C\C=C/[C@@H](OC)[C@H](OC(=O)N)\C(=C\[C@@H](C)[C@@H]1O)\C)\C)C2=O",21,16
"122758",122758,"Isotretinoin","FDA approved","Ho|RXR|Differentiator",NA,"C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C",5,2
"122759",122759,"atav",NA,NA,NA,"C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C",1,1
"122819",122819,"Teniposide","FDA approved","TOP2",NA,"COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5CO[C@H](OC5C(O)C4O)c6cccs6)c7cc8OCOc8cc27",13,11
"122822",122822,"Bio7C8","","",5381768,"CC(=O)Nc1ccc(\C=C\[N+](=O)[O-])cc1",2,1
"122864",122864,"Styrene, 2,6-dichloro-.beta.-nitro-","","",5369223,"[O-][N+](=O)\C=C\c1c(Cl)cccc1Cl",3,2
"122870",122870,"Methasquin",NA,NA,NA,"Cc1c(CNc2ccc(cc2)C(=O)NC(CC(=O)O)C(=O)O)ccc3nc(N)nc(N)c13",4,3
"123032",123032,"Ethanesulfonic acid, compd. with p-[4-[p-(4,6-diamino-2,...","","",275908,"CC1(C)N=C(N)N=C(N)N1c2ccc(CCCCc3ccc(cc3)S(=O)(=O)F)cc2",2,2
"123111",123111,"t 53","","",27590,"COC1=C(C)C(=O)c2c(C1=O)c(COC(=O)N)c3C4C(Cn23)N4C",2,2
"123115",123115,"t 73",NA,NA,NA,"CCCNC1=C(C)C(=O)C2=C([C@H](COC(=O)N)[C@]3(OC)[C@@H]4N[C@@H]4CN23)C1=O",6,5
"123127",123127,"Doxorubicin","FDA approved","TOP2",NA,"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO",2536,253
"123138",123138,"L-Cysteine, S-[(4-chlorophenyl)diphenylmethyl]-","","",275977,"NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(Cl)cc3)C(=O)O",2,2
"123139",123139,"L-Cysteine, S-[(4-methylphenyl)diphenylmethyl]- (9CI)","","",275978,"Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccccc3",2,2
"123140",123140,"l-cysteine, s-[bis(4-methylphenyl)phenylmethyl]-","","",275979,"Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccc(C)cc3",2,2
"123147",123147,"N-Methyl-N-[[5-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]diazenyl]methanamine","","",275985,"CN(C)N=Nc1c(C)n[nH]c1C(F)(F)F",1,1
"123383",123383,"7-hydroxy-3,4'-dimethoxy flavone","","",5378518,"COc1ccc(cc1OC)C2=CC(=O)c3ccc(O)cc3O2",1,1
"123399",123399,"8-Oxapentacyclo[11.7.1.02,7.09,21.015,20]henicos-1-ene-5,14-dione","","",276142,"O=C1CCC2=C3C4CCCCC4C(=O)C5CCCC(OC2C1)C35",2,2
"123461",123461,"Benzenesulfonyl fluoride, 4-[[3-[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1(2H)-yl)phenyl]-1-oxopropyl]amino]-, monoethanesulfonate (9CI)","","",276171,"CC1(C)N=C(N)N=C(N)N1c2ccc(CCC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2",2,2
"123463",123463,"Ethanesulfonic acid, compd. with 4-[3-[p-(4,6-diamino-2,...","","",276175,"Cc1cc(NC(=O)NCc2ccc(cc2)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F",2,2
"123465",123465,"2-Chloro-4-[[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenyl]methylcarbamoylamino]benzenesulfonyl fluoride;ethanesulfonic acid","","",276179,"CC1(C)N=C(N)N=C(N)N1c2ccc(CNC(=O)Nc3ccc(c(Cl)c3)S(=O)(=O)F)c(Cl)c2",2,2
